Stamp,Status,Region,Count
2020-03-21 15:00:00,Confirmed,AT,2814
2020-03-21 15:00:00,Deaths,AT,8
2020-03-21 15:00:00,Tested,AT,18545
2020-03-22 16:00:00,Confirmed,AT,3244
2020-03-22 16:00:00,Deaths,AT,16
2020-03-22 08:00:00,Recovered,AT,9
2020-03-22 08:00:00,Tested,AT,21368
2020-03-23 15:00:00,Confirmed,AT,3924
2020-03-23 15:00:00,Deaths,AT,21
2020-03-23 08:00:00,Recovered,AT,9
2020-03-23 08:00:00,Tested,AT,23429
2020-03-24 15:00:00,Confirmed,AT,4876
2020-03-24 15:00:00,Deaths,AT,28
2020-03-24 08:00:00,Tested,AT,28391
2020-03-25 15:00:00,Confirmed,AT,5560
2020-03-25 15:00:00,Deaths,AT,31
2020-03-25 08:00:00,Tested,AT,32407
2020-03-26 15:00:00,Confirmed,AT,6398
2020-03-26 15:00:00,Deaths,AT,49
2020-03-26 07:00:00,Hospitalisierung,AT,547
2020-03-26 07:00:00,Intensivstation,AT,96
2020-03-26 09:00:00,Tested,AT,35995
2020-03-27 15:00:00,Confirmed,AT,7399
2020-03-27 09:30:00,Deaths,AT,58
2020-03-27 09:30:00,Hospitalisierung,AT,800
2020-03-27 09:30:00,Intensivstation,AT,128
2020-03-27 08:00:00,Tested,AT,39552
2020-03-28 15:00:00,Confirmed,AT,7995
2020-03-28 08:00:00,Deaths,AT,68
2020-03-28 08:00:00,Hospitalisierung,AT,770
2020-03-28 08:00:00,Intensivstation,AT,159
2020-03-28 08:00:00,Tested,AT,42750
2020-03-29 15:00:00,Confirmed,AT,8536
2020-03-29 09:30:00,Deaths,AT,86
2020-03-29 09:30:00,Hospitalisierung,AT,931
2020-03-29 09:30:00,Intensivstation,AT,187
2020-03-29 09:30:00,Recovered,AT,479
2020-03-29 08:00:00,Tested,AT,46441
2020-03-30 15:00:00,Confirmed,AT,9377
2020-03-30 09:30:00,Deaths,AT,108
2020-03-30 09:30:00,Hospitalisierung,AT,999
2020-03-30 09:30:00,Intensivstation,AT,193
2020-03-30 09:30:00,Recovered,AT,636
2020-03-30 08:00:00,Tested,AT,49455
2020-03-31 15:00:00,Confirmed,AT,9974
2020-03-31 09:30:00,Deaths,AT,128
2020-03-31 07:30:00,Hospitalisierung,AT,1110
2020-03-31 07:30:00,Intensivstation,AT,198
2020-03-31 09:30:00,Recovered,AT,1095
2020-03-31 08:00:00,Tested,AT,52344
2020-04-01 15:00:00,Confirmed,AT,10482
2020-04-01 10:00:00,Deaths,AT,146
2020-04-01 08:00:00,Hospitalisierung,AT,1071
2020-04-01 08:00:00,Intensivstation,AT,215
2020-04-01 10:00:00,Recovered,AT,1436
2020-04-01 08:00:00,Tested,AT,55863
2020-04-02 15:00:00,Confirmed,AT,10967
2020-04-02 09:30:00,Deaths,AT,158
2020-04-02 07:30:00,Hospitalisierung,AT,1057
2020-04-02 07:30:00,Intensivstation,AT,227
2020-04-02 09:30:00,Recovered,AT,1749
2020-04-02 10:00:00,Tested,AT,92190
2020-04-03 15:00:00,Confirmed,AT,11383
2020-04-03 09:30:00,Deaths,AT,168
2020-04-03 07:30:00,Hospitalisierung,AT,1074
2020-04-03 07:30:00,Intensivstation,AT,245
2020-04-03 09:30:00,Recovered,AT,2022
2020-04-03 10:00:00,Tested,AT,98343
2020-04-04 15:00:00,Confirmed,AT,11665
2020-04-04 09:30:00,Deaths,AT,186
2020-04-04 07:30:00,Hospitalisierung,AT,1071
2020-04-04 07:30:00,Intensivstation,AT,245
2020-04-04 09:30:00,Recovered,AT,2507
2020-04-04 10:00:00,Tested,AT,104134
2020-04-05 15:00:00,Confirmed,AT,11907
2020-04-05 09:30:00,Deaths,AT,204
2020-04-05 07:30:00,Hospitalisierung,AT,1056
2020-04-05 07:30:00,Intensivstation,AT,244
2020-04-05 09:30:00,Recovered,AT,2998
2020-04-05 10:00:00,Tested,AT,108416
2020-04-06 15:00:00,Confirmed,AT,12206
2020-04-06 09:30:00,Deaths,AT,220
2020-04-06 07:30:00,Hospitalisierung,AT,1074
2020-04-06 07:30:00,Intensivstation,AT,250
2020-04-06 09:30:00,Recovered,AT,3463
2020-04-06 10:00:00,Tested,AT,111296
2020-04-07 15:00:00,Confirmed,AT,12519
2020-04-07 09:30:00,Deaths,AT,243
2020-04-07 07:30:00,Hospitalisierung,AT,1100
2020-04-07 07:30:00,Intensivstation,AT,243
2020-04-07 09:30:00,Recovered,AT,4046
2020-04-07 09:30:00,Tested,AT,115235
2020-04-08 15:00:00,Confirmed,AT,12852
2020-04-08 10:00:00,Deaths,AT,273
2020-04-08 08:00:00,Hospitalisierung,AT,1096
2020-04-08 08:00:00,Intensivstation,AT,267
2020-04-08 10:00:00,Recovered,AT,4512
2020-04-08 10:00:00,Tested,AT,120755
2020-04-09 15:00:00,Confirmed,AT,13138
2020-04-09 10:30:00,Deaths,AT,295
2020-04-09 08:30:00,Hospitalisierung,AT,1086
2020-04-09 08:30:00,Intensivstation,AT,266
2020-04-09 10:30:00,Recovered,AT,5240
2020-04-09 10:30:00,Tested,AT,126287
2020-04-10 15:00:00,Confirmed,AT,13492
2020-04-10 10:00:00,Deaths,AT,319
2020-04-10 08:00:00,Hospitalisierung,AT,1032
2020-04-10 08:00:00,Intensivstation,AT,261
2020-04-10 10:00:00,Recovered,AT,6064
2020-04-10 10:00:00,Tested,AT,134743
2020-04-11 15:00:00,Confirmed,AT,13776
2020-04-11 09:30:00,Deaths,AT,337
2020-04-11 07:30:00,Hospitalisierung,AT,1036
2020-04-11 07:30:00,Intensivstation,AT,246
2020-04-11 09:30:00,Recovered,AT,6604
2020-04-11 09:30:00,Tested,AT,140975
2020-04-12 09:30:00,Confirmed,AT,13945
2020-04-12 09:30:00,Deaths,AT,350
2020-04-12 07:30:00,Hospitalisierung,AT,1035
2020-04-12 07:30:00,Intensivstation,AT,243
2020-04-12 09:30:00,Recovered,AT,6987
2020-04-12 09:30:00,Tested,AT,144877
2020-04-13 15:00:00,Confirmed,AT,13999
2020-04-13 09:30:00,Deaths,AT,368
2020-04-13 07:30:00,Hospitalisierung,AT,981
2020-04-13 07:30:00,Intensivstation,AT,239
2020-04-13 09:30:00,Recovered,AT,7343
2020-04-13 09:30:00,Tested,AT,148412
2020-04-14 15:00:00,Confirmed,AT,14159
2020-04-14 09:30:00,Deaths,AT,384
2020-04-14 07:30:00,Hospitalisierung,AT,1002
2020-04-14 07:30:00,Intensivstation,AT,243
2020-04-14 09:30:00,Recovered,AT,7633
2020-04-14 09:30:00,Tested,AT,151796
2020-04-15 13:00:00,Confirmed,AT,14321
2020-04-15 07:30:00,Deaths,AT,393
2020-04-15 07:30:00,Hospitalisierung,AT,1001
2020-04-15 07:30:00,Intensivstation,AT,232
2020-04-15 07:30:00,Recovered,AT,8098
2020-04-15 07:30:00,Tested,AT,156801
2020-04-16 13:00:00,Confirmed,AT,14451
2020-04-16 07:30:00,Deaths,AT,410
2020-04-16 07:30:00,Hospitalisierung,AT,967
2020-04-16 07:30:00,Intensivstation,AT,238
2020-04-16 07:30:00,Recovered,AT,8986
2020-04-16 07:30:00,Tested,AT,162816
2020-04-17 13:00:00,Confirmed,AT,14553
2020-04-17 07:30:00,Deaths,AT,431
2020-04-17 07:30:00,Hospitalisierung,AT,909
2020-04-17 07:30:00,Intensivstation,AT,227
2020-04-17 07:30:00,Recovered,AT,9704
2020-04-17 07:30:00,Tested,AT,169272
2020-04-18 06:00:00,Confirmed,AT,14595
2020-04-18 07:30:00,Deaths,AT,443
2020-04-18 07:30:00,Hospitalisierung,AT,855
2020-04-18 07:30:00,Intensivstation,AT,208
2020-04-18 07:30:00,Recovered,AT,10214
2020-04-18 07:30:00,Tested,AT,175932
2020-04-19 13:00:00,Confirmed,AT,14696
2020-04-19 07:30:00,Deaths,AT,452
2020-04-19 07:30:00,Hospitalisierung,AT,817
2020-04-19 07:30:00,Intensivstation,AT,204
2020-04-19 07:30:00,Recovered,AT,10501
2020-04-19 07:30:00,Tested,AT,179243
2020-04-20 13:00:00,Confirmed,AT,14755
2020-04-20 07:30:00,Deaths,AT,470
2020-04-20 07:30:00,Hospitalisierung,AT,805
2020-04-20 07:30:00,Intensivstation,AT,194
2020-04-20 07:30:00,Recovered,AT,10631
2020-04-20 07:30:00,Tested,AT,182949
2020-04-21 06:00:00,Confirmed,AT,14790
2020-04-21 07:30:00,Deaths,AT,491
2020-04-21 07:30:00,Hospitalisierung,AT,756
2020-04-21 07:30:00,Intensivstation,AT,196
2020-04-21 07:30:00,Recovered,AT,10971
2020-04-21 07:30:00,Tested,AT,189018
2020-04-22 13:00:00,Confirmed,AT,14889
2020-04-22 07:30:00,Deaths,AT,510
2020-04-22 07:30:00,Hospitalisierung,AT,700
2020-04-22 07:30:00,Intensivstation,AT,176
2020-04-22 07:30:00,Recovered,AT,11328
2020-04-22 07:30:00,Tested,AT,201794
2020-04-23 13:00:00,Confirmed,AT,14963
2020-04-23 07:30:00,Deaths,AT,522
2020-04-23 07:30:00,Hospitalisierung,AT,677
2020-04-23 07:30:00,Intensivstation,AT,169
2020-04-23 07:30:00,Recovered,AT,11694
2020-04-23 07:30:00,Tested,AT,205835
2020-04-24 13:00:00,Confirmed,AT,15038
2020-04-24 07:30:00,Deaths,AT,530
2020-04-24 07:30:00,Hospitalisierung,AT,651
2020-04-24 07:30:00,Intensivstation,AT,156
2020-04-24 07:30:00,Recovered,AT,11872
2020-04-24 07:30:00,Tested,AT,212686
2020-04-25 13:00:00,Confirmed,AT,15117
2020-04-25 07:30:00,Deaths,AT,536
2020-04-25 07:30:00,Hospitalisierung,AT,608
2020-04-25 07:30:00,Intensivstation,AT,148
2020-04-25 07:30:00,Recovered,AT,12103
2020-04-25 07:30:00,Tested,AT,221089
2020-04-26 06:00:00,Confirmed,AT,15134
2020-04-26 07:30:00,Deaths,AT,542
2020-04-26 07:30:00,Hospitalisierung,AT,594
2020-04-26 07:30:00,Intensivstation,AT,145
2020-04-26 07:30:00,Recovered,AT,12282
2020-04-26 07:30:00,Tested,AT,227631
2020-04-27 13:00:00,Confirmed,AT,15239
2020-04-27 07:30:00,Deaths,AT,549
2020-04-27 07:30:00,Hospitalisierung,AT,579
2020-04-27 07:30:00,Intensivstation,AT,140
2020-04-27 07:30:00,Recovered,AT,12362
2020-04-27 07:30:00,Tested,AT,232537
2020-04-28 13:00:00,Confirmed,AT,15286
2020-04-28 07:30:00,Deaths,AT,569
2020-04-28 07:30:00,Hospitalisierung,AT,561
2020-04-28 07:30:00,Intensivstation,AT,136
2020-04-28 07:30:00,Recovered,AT,12580
2020-04-28 07:30:00,Tested,AT,239578
2020-04-29 13:00:00,Confirmed,AT,15352
2020-04-29 07:30:00,Deaths,AT,580
2020-04-29 07:30:00,Hospitalisierung,AT,517
2020-04-29 07:30:00,Intensivstation,AT,131
2020-04-29 07:30:00,Recovered,AT,12779
2020-04-29 07:30:00,Tested,AT,247754
2020-04-30 13:00:00,Confirmed,AT,15424
2020-04-30 07:30:00,Deaths,AT,584
2020-04-30 07:30:00,Hospitalisierung,AT,502
2020-04-30 07:30:00,Intensivstation,AT,128
2020-04-30 07:30:00,Recovered,AT,12907
2020-04-30 07:30:00,Tested,AT,256399
2020-05-01 13:00:00,Confirmed,AT,15470
2020-05-01 07:30:00,Deaths,AT,589
2020-05-01 07:30:00,Hospitalisierung,AT,472
2020-05-01 07:30:00,Intensivstation,AT,124
2020-05-01 07:30:00,Recovered,AT,13092
2020-05-01 07:30:00,Tested,AT,264079
2020-05-02 06:00:00,Confirmed,AT,15479
2020-05-03 13:00:00,Confirmed,AT,15527
2020-05-03 07:30:00,Deaths,AT,598
2020-05-03 07:30:00,Hospitalisierung,AT,422
2020-05-03 07:30:00,Intensivstation,AT,114
2020-05-03 07:30:00,Recovered,AT,13228
2020-05-03 07:30:00,Tested,AT,274355
2020-05-04 13:00:00,Confirmed,AT,15551
2020-05-04 07:30:00,Deaths,AT,600
2020-05-04 07:30:00,Hospitalisierung,AT,420
2020-05-04 07:30:00,Intensivstation,AT,111
2020-05-04 07:30:00,Recovered,AT,13316
2020-05-04 07:30:00,Tested,AT,279071
2020-05-05 13:00:00,Confirmed,AT,15579
2020-05-05 07:30:00,Deaths,AT,606
2020-05-05 07:30:00,Hospitalisierung,AT,418
2020-05-05 07:30:00,Intensivstation,AT,104
2020-05-05 07:30:00,Recovered,AT,13462
2020-05-05 07:30:00,Tested,AT,285883
2020-05-06 06:00:00,Confirmed,AT,15589
2020-05-06 07:30:00,Deaths,AT,608
2020-05-06 07:30:00,Hospitalisierung,AT,418
2020-05-06 07:30:00,Intensivstation,AT,97
2020-05-06 07:30:00,Recovered,AT,13639
2020-05-06 07:30:00,Tested,AT,292254
2020-05-07 06:00:00,Confirmed,AT,15652
2020-05-07 07:30:00,Deaths,AT,609
2020-05-07 07:30:00,Hospitalisierung,AT,360
2020-05-07 07:30:00,Intensivstation,AT,92
2020-05-07 07:30:00,Recovered,AT,13698
2020-05-07 07:30:00,Tested,AT,297894
2020-05-08 13:00:00,Confirmed,AT,15714
2020-05-08 07:30:00,Deaths,AT,614
2020-05-08 07:30:00,Hospitalisierung,AT,339
2020-05-08 07:30:00,Intensivstation,AT,81
2020-05-08 07:30:00,Recovered,AT,13836
2020-05-08 07:30:00,Tested,AT,304069
2020-05-10 13:00:00,Confirmed,AT,15786
2020-05-10 07:30:00,Deaths,AT,618
2020-05-10 07:30:00,Hospitalisierung,AT,291
2020-05-10 07:30:00,Intensivstation,AT,72
2020-05-10 07:30:00,Recovered,AT,13991
2020-05-10 07:30:00,Tested,AT,316508
2020-05-11 13:00:00,Confirmed,AT,15845
2020-05-11 07:30:00,Deaths,AT,620
2020-05-11 07:30:00,Hospitalisierung,AT,279
2020-05-11 07:30:00,Intensivstation,AT,68
2020-05-11 07:30:00,Recovered,AT,14061
2020-05-11 07:30:00,Tested,AT,319484
2020-05-12 13:00:00,Confirmed,AT,15894
2020-05-12 07:30:00,Deaths,AT,623
2020-05-12 07:30:00,Hospitalisierung,AT,264
2020-05-12 07:30:00,Intensivstation,AT,59
2020-05-12 07:30:00,Recovered,AT,14148
2020-05-12 07:30:00,Tested,AT,329314
2020-05-13 13:00:00,Confirmed,AT,15973
2020-05-13 07:30:00,Deaths,AT,624
2020-05-13 07:30:00,Hospitalisierung,AT,243
2020-05-13 07:30:00,Intensivstation,AT,55
2020-05-13 07:30:00,Recovered,AT,14304
2020-05-13 07:30:00,Tested,AT,336252
2020-05-14 06:00:00,Confirmed,AT,15980
2020-05-14 07:30:00,Deaths,AT,626
2020-05-14 07:30:00,Hospitalisierung,AT,234
2020-05-14 07:30:00,Intensivstation,AT,54
2020-05-14 07:30:00,Recovered,AT,14405
2020-05-14 07:30:00,Tested,AT,344606
2020-05-15 13:00:00,Confirmed,AT,16093
2020-05-15 07:30:00,Deaths,AT,628
2020-05-15 07:30:00,Hospitalisierung,AT,212
2020-05-15 07:30:00,Intensivstation,AT,47
2020-05-15 07:30:00,Recovered,AT,14471
2020-05-15 07:30:00,Tested,AT,351351
2020-05-16 13:00:00,Confirmed,AT,16146
2020-05-16 07:30:00,Deaths,AT,629
2020-05-16 07:30:00,Hospitalisierung,AT,208
2020-05-16 07:30:00,Intensivstation,AT,50
2020-05-16 07:30:00,Recovered,AT,14524
2020-05-16 07:30:00,Tested,AT,357393
2020-05-17 06:00:00,Confirmed,AT,16151
2020-05-17 07:30:00,Deaths,AT,629
2020-05-17 07:30:00,Hospitalisierung,AT,197
2020-05-17 07:30:00,Intensivstation,AT,48
2020-05-17 07:30:00,Recovered,AT,14563
2020-05-17 07:30:00,Tested,AT,362509
2020-05-18 06:00:00,Confirmed,AT,16179
2020-05-18 07:30:00,Deaths,AT,629
2020-05-18 07:30:00,Hospitalisierung,AT,196
2020-05-18 07:30:00,Intensivstation,AT,45
2020-05-18 07:30:00,Recovered,AT,14614
2020-05-18 07:30:00,Tested,AT,365873
2020-05-19 13:00:00,Confirmed,AT,16261
2020-05-19 07:30:00,Deaths,AT,632
2020-05-19 07:30:00,Hospitalisierung,AT,182
2020-05-19 07:30:00,Intensivstation,AT,39
2020-05-19 07:30:00,Recovered,AT,14678
2020-05-19 07:30:00,Tested,AT,372435
2020-05-20 06:00:00,Confirmed,AT,16275
2020-05-20 07:30:00,Deaths,AT,633
2020-05-20 07:30:00,Hospitalisierung,AT,174
2020-05-20 07:30:00,Intensivstation,AT,37
2020-05-20 07:30:00,Recovered,AT,14882
2020-05-20 07:30:00,Tested,AT,379592
2020-05-21 13:00:00,Confirmed,AT,16335
2020-05-21 07:00:00,Deaths,AT,633
2020-05-21 07:00:00,Hospitalisierung,AT,188
2020-05-21 07:00:00,Intensivstation,AT,32
2020-05-21 07:00:00,Recovered,AT,14951
2020-05-21 07:00:00,Tested,AT,385607
2020-05-22 13:00:00,Confirmed,AT,16388
2020-05-22 07:00:00,Deaths,AT,635
2020-05-22 07:00:00,Hospitalisierung,AT,159
2020-05-22 07:00:00,Intensivstation,AT,31
2020-05-22 07:00:00,Recovered,AT,15005
2020-05-22 07:00:00,Tested,AT,390488
2020-05-23 13:00:00,Confirmed,AT,16414
2020-05-23 07:30:00,Deaths,AT,639
2020-05-23 07:30:00,Hospitalisierung,AT,144
2020-05-23 07:30:00,Intensivstation,AT,28
2020-05-23 07:30:00,Recovered,AT,15035
2020-05-23 07:30:00,Tested,AT,396363
2020-05-24 13:00:00,Confirmed,AT,16440
2020-05-24 07:30:00,Deaths,AT,640
2020-05-24 07:30:00,Hospitalisierung,AT,137
2020-05-24 07:30:00,Intensivstation,AT,29
2020-05-24 07:30:00,Recovered,AT,15063
2020-05-24 07:30:00,Tested,AT,401857
2020-05-25 13:00:00,Confirmed,AT,16459
2020-05-25 07:30:00,Deaths,AT,641
2020-05-25 07:30:00,Hospitalisierung,AT,139
2020-05-25 07:30:00,Intensivstation,AT,31
2020-05-25 07:30:00,Recovered,AT,15138
2020-05-25 07:30:00,Tested,AT,405341
2020-05-26 13:00:00,Confirmed,AT,16497
2020-05-26 07:30:00,Deaths,AT,643
2020-05-26 07:30:00,Hospitalisierung,AT,127
2020-05-26 07:30:00,Intensivstation,AT,32
2020-05-26 07:30:00,Recovered,AT,15182
2020-05-26 07:30:00,Tested,AT,411185
2020-05-27 06:00:00,Confirmed,AT,16510
2020-05-28 13:00:00,Confirmed,AT,16544
2020-05-28 07:30:00,Deaths,AT,668
2020-05-28 07:30:00,Hospitalisierung,AT,107
2020-05-28 07:30:00,Intensivstation,AT,30
2020-05-28 07:30:00,Recovered,AT,15286
2020-05-28 07:30:00,Tested,AT,427372
2020-05-29 13:00:00,Confirmed,AT,16575
2020-05-29 07:30:00,Deaths,AT,668
2020-05-29 07:30:00,Hospitalisierung,AT,103
2020-05-29 07:30:00,Intensivstation,AT,25
2020-05-29 07:30:00,Recovered,AT,15347
2020-05-29 07:30:00,Tested,AT,434302
2020-05-30 16:00:00,Confirmed,AT,16627
2020-05-30 07:30:00,Deaths,AT,668
2020-05-30 07:30:00,Hospitalisierung,AT,98
2020-05-30 07:30:00,Intensivstation,AT,23
2020-05-30 07:30:00,Recovered,AT,15520
2020-05-30 07:30:00,Tested,AT,442143
2020-05-31 06:30:00,Confirmed,AT,16638
2020-05-31 07:30:00,Deaths,AT,668
2020-05-31 07:30:00,Hospitalisierung,AT,97
2020-05-31 07:30:00,Intensivstation,AT,27
2020-05-31 07:30:00,Recovered,AT,15593
2020-05-31 07:30:00,Tested,AT,448534
2020-06-01 13:00:00,Confirmed,AT,16643
2020-06-01 07:30:00,Deaths,AT,668
2020-06-01 07:30:00,Hospitalisierung,AT,97
2020-06-01 07:30:00,Intensivstation,AT,29
2020-06-01 07:30:00,Recovered,AT,15596
2020-06-01 07:30:00,Tested,AT,451820
2020-06-02 13:00:00,Confirmed,AT,16664
2020-06-02 07:30:00,Deaths,AT,669
2020-06-02 07:30:00,Hospitalisierung,AT,88
2020-06-02 07:30:00,Intensivstation,AT,26
2020-06-02 07:30:00,Recovered,AT,15629
2020-06-02 07:30:00,Tested,AT,456378
2020-06-03 13:00:00,Confirmed,AT,16700
2020-06-03 07:30:00,Deaths,AT,670
2020-06-03 07:30:00,Hospitalisierung,AT,87
2020-06-03 07:30:00,Intensivstation,AT,21
2020-06-03 07:30:00,Recovered,AT,15672
2020-06-03 07:30:00,Tested,AT,462958
2020-06-05 06:00:00,Confirmed,AT,16740
2020-06-05 07:30:00,Deaths,AT,672
2020-06-05 07:30:00,Hospitalisierung,AT,75
2020-06-05 07:30:00,Intensivstation,AT,20
2020-06-05 07:30:00,Recovered,AT,15742
2020-06-05 07:30:00,Tested,AT,479449
2020-06-06 06:00:00,Confirmed,AT,16804
2020-06-06 07:00:00,Deaths,AT,672
2020-06-06 07:00:00,Hospitalisierung,AT,72
2020-06-06 07:00:00,Intensivstation,AT,17
2020-06-06 07:00:00,Recovered,AT,15789
2020-06-06 07:00:00,Tested,AT,485912
2020-06-07 13:00:00,Confirmed,AT,16854
2020-06-07 07:30:00,Deaths,AT,672
2020-06-07 07:30:00,Hospitalisierung,AT,69
2020-06-07 07:30:00,Intensivstation,AT,17
2020-06-07 07:30:00,Recovered,AT,15793
2020-06-07 07:30:00,Tested,AT,489597
2020-06-08 13:00:00,Confirmed,AT,16879
2020-06-08 07:30:00,Deaths,AT,672
2020-06-08 07:30:00,Hospitalisierung,AT,82
2020-06-08 07:30:00,Intensivstation,AT,17
2020-06-08 07:30:00,Recovered,AT,15839
2020-06-08 07:30:00,Tested,AT,494761
2020-06-09 13:00:00,Confirmed,AT,16897
2020-06-09 07:30:00,Deaths,AT,672
2020-06-09 07:30:00,Hospitalisierung,AT,84
2020-06-09 07:30:00,Intensivstation,AT,19
2020-06-09 07:30:00,Recovered,AT,15875
2020-06-09 07:30:00,Tested,AT,500921
2020-06-10 13:00:00,Confirmed,AT,16920
2020-06-10 07:30:00,Deaths,AT,673
2020-06-10 07:30:00,Hospitalisierung,AT,80
2020-06-10 07:30:00,Intensivstation,AT,17
2020-06-10 07:30:00,Recovered,AT,15910
2020-06-10 07:30:00,Tested,AT,506344
2020-06-11 13:00:00,Confirmed,AT,16945
2020-06-11 07:00:00,Deaths,AT,674
2020-06-11 07:00:00,Hospitalisierung,AT,76
2020-06-11 07:00:00,Intensivstation,AT,13
2020-06-11 07:00:00,Recovered,AT,15949
2020-06-11 07:00:00,Tested,AT,512501
2020-06-13 13:00:00,Confirmed,AT,17001
2020-06-13 07:30:00,Deaths,AT,677
2020-06-13 07:30:00,Hospitalisierung,AT,73
2020-06-13 07:30:00,Intensivstation,AT,11
2020-06-13 07:30:00,Recovered,AT,16012
2020-06-13 07:30:00,Tested,AT,520976
2020-06-14 13:30:00,Confirmed,AT,17029
2020-06-14 07:30:00,Deaths,AT,677
2020-06-14 07:30:00,Hospitalisierung,AT,69
2020-06-14 07:30:00,Intensivstation,AT,12
2020-06-14 07:30:00,Recovered,AT,16059
2020-06-14 07:30:00,Tested,AT,524840
2020-06-15 13:00:00,Confirmed,AT,17074
2020-06-15 07:30:00,Deaths,AT,678
2020-06-15 07:30:00,Hospitalisierung,AT,79
2020-06-15 07:30:00,Intensivstation,AT,15
2020-06-15 07:30:00,Recovered,AT,16066
2020-06-15 07:30:00,Tested,AT,527670
2020-06-16 06:00:00,Confirmed,AT,17098
2020-06-16 07:30:00,Deaths,AT,681
2020-06-16 07:30:00,Hospitalisierung,AT,78
2020-06-16 07:30:00,Intensivstation,AT,12
2020-06-16 07:30:00,Recovered,AT,16089
2020-06-16 07:30:00,Tested,AT,532700
2020-06-17 13:00:00,Confirmed,AT,17117
2020-06-17 07:30:00,Deaths,AT,687
2020-06-17 07:30:00,Hospitalisierung,AT,71
2020-06-17 07:30:00,Intensivstation,AT,11
2020-06-17 07:30:00,Recovered,AT,16099
2020-06-17 07:30:00,Tested,AT,540615
2020-06-18 13:00:00,Confirmed,AT,17155
2020-06-18 07:30:00,Deaths,AT,688
2020-06-18 07:30:00,Hospitalisierung,AT,72
2020-06-18 07:30:00,Intensivstation,AT,8
2020-06-18 07:30:00,Recovered,AT,16101
2020-06-18 07:30:00,Tested,AT,545927
2020-06-19 13:00:00,Confirmed,AT,17187
2020-06-19 07:30:00,Deaths,AT,688
2020-06-19 07:30:00,Hospitalisierung,AT,75
2020-06-19 07:30:00,Intensivstation,AT,7
2020-06-19 07:30:00,Recovered,AT,16141
2020-06-19 07:30:00,Tested,AT,552130
2020-06-20 13:00:00,Confirmed,AT,17234
2020-06-20 07:30:00,Deaths,AT,688
